Row_no,No,Showing_time,Mode,Font_size,Font_color,Created_time,Converted_time,Time_interval,Danmaku_pool,RowID,user_id_encrypt,Barrages_original,Barrages_simplified,VideoID
135,,13.59900,1,25,16777215,1581335939,2020-02-10 05:58:59,627,0,28413140513849348,bd376172,来啦！！,,87976912
136,,1015.01900,1,25,16777215,1581336009,2020-02-10 06:00:09,627,0,28413177268011012,db706942,会晕加一,,87976912
137,,987.60400,1,25,16777215,1581336014,2020-02-10 06:00:14,627,0,28413179573305344,47d4138d,会晕,,87976912
138,,1576.42000,1,25,16777215,1581336016,2020-02-10 06:00:16,627,0,28413180895035396,7deabfc1,我真的来的的太早了，好孤独,,87976912
139,,144.65900,1,25,16777215,1581335995,2020-02-10 05:59:55,627,0,28413169928503298,ccc8997d,是的，我用了会发光,,87976912
140,,74.38800,1,25,16777215,1581336000,2020-02-10 06:00:00,627,0,28413172619673602,533df00f,衣服好好看啊啊啊啊有购买途径嘛qwq,,87976912
141,,383.26200,1,25,16777215,1581336089,2020-02-10 06:01:29,627,0,28413218963062784,dd5de738,甜眼珠子哪买的呀好看诶,,87976912
142,,1189.37600,1,25,16777215,1581336090,2020-02-10 06:01:30,627,0,28413219647782916,b995bf3,眼线忽然变了耶,,87976912
143,,311.18700,1,25,16777215,1581336097,2020-02-10 06:01:37,627,0,28413223443103746,74e70e64,弹幕突然开车,,87976912
144,,1078.76100,1,25,16777215,1581336101,2020-02-10 06:01:41,627,0,28413225460563970,47d4138d,1028,,87976912
145,,151.11100,1,25,16777215,1581336106,2020-02-10 06:01:46,627,0,28413228238241792,85942105,成膜很快,,87976912
146,,1199.73300,1,25,16777215,1581336113,2020-02-10 06:01:53,627,0,28413231656599554,3bef8e4b,确实这块使用率最高 其他刷重手会嫌黑 黄一白都没那么爱,,87976912
147,,332.60700,1,25,16777215,1581336067,2020-02-10 06:01:07,627,0,28413207285071874,c6241616,因为不需要操心这些,,87976912
148,,310.09800,1,25,16777215,1581336057,2020-02-10 06:00:57,627,0,28413202162253824,61b4723d,前面是什么虎狼之词,,87976912
149,,1299.26400,1,25,16777215,1581336143,2020-02-10 06:02:23,627,0,28413247229001732,2e06c6da,嫰,,87976912
150,,59.43800,1,25,16777215,1581336144,2020-02-10 06:02:24,627,0,28413247964577792,b4575fe5,求生欲滿滿的,,87976912
151,,1420.93000,1,25,16777215,1581336159,2020-02-10 06:02:39,627,0,28413255517995012,41d8562f,1.5倍速的我第一个看完,,87976912
152,,1041.84700,1,25,16777215,1581336178,2020-02-10 06:02:58,627,0,28413265716445184,9c061041,给艾杜纱打call 买了以后次次化妆都用，不涂睫毛膏就能出门,,87976912
153,,322.01900,1,25,16777215,1581336183,2020-02-10 06:03:03,627,0,28413268370915328,3d65c93f,虎狼之词,,87976912
154,,205.80200,1,25,16777215,1581336129,2020-02-10 06:02:09,627,0,28413240025808898,1013170b,哈哈哈真实用烦了,,87976912
155,,526.60300,1,25,16777215,1581336136,2020-02-10 06:02:16,627,0,28413243738816512,e2f88a04,好看,,87976912
156,,1467.83000,1,25,16777215,1581336190,2020-02-10 06:03:10,627,0,28413271820730370,41d8562f,1.5倍速的我第一个看完，耶！！！,,87976912
